ID,Gender,Economics_exp,Age,Perceived_purpose1,Perceived_purpose2,condition,hypocrisy_1,hypocrisy_2,hypocrisy_3,hypocrisy_4,hypocrisy_5,guilt_1,guilt_2,honest_freq_1,honest_likely_1,honest_extreme_1,committment_honesty_1,moral_1,moral_2,moral_3,moral_standards1,moral_standards2,hypocrisy_1.2,hypocrisy_2.2,hypocrisy_3.2,hypocrisy_4.2,hypocrisy_5.2,guilt_1.2,guilt_2.2,honest_freq_2,honest_likely_2,honest_extreme_2,committment_honesty_2,moral_1.2,moral_2.2,moral_3.2,moral_standards1.2,moral_standards2.2,trustbeh,proclamation,order
336,Male,0,31,To learn if people are willing to betray their morals to help a partner.,To test how much a person trust their partner after learning about a hypocritical decision.,2,2,5,4,2,3,5,5,5,3,2,2,6,5,4,6,5,5,7,7,4,5,7,6,7,6,5,4,7,7,6,7,3,1,absolute,game1
337,Male,1,34,To see if I trust player 233.,"The same thing, to see if I trust player 233.",3,5,4,4,5,5,2,2,3,2,3,2,3,3,3,3,5,4,4,5,4,4,4,4,4,5,3,4,4,4,4,4,5,0,ambiguous,survey1
338,Female,0,33,The purpose of the The coin flip game was to see how a person's judgements and actions reflected their character based on their responses. ,I feel the choice game was the same way as the coin flip game in regards to purpose. It was more to judge the person's character and make a choice that reflects their own perspective and judgement.,2,3,4,4,3,3,4,3,5,4,5,4,4,4,4,4,4,3,5,6,3,2,5,5,6,6,6,6,5,5,5,5,5,1,absolute,game1
339,Female,1,40,to judge a persons morality,to see if your perception of a person clouds the decision you make,1,1,1,1,1,1,6,6,7,7,6,6,6,6,6,5,6,7,6,7,6,5,2,3,5,2,2,3,2,2,2,1,5,0,absolute,survey1
340,Female,0,47,To see if people will lie to help someone else.,To see if people will trust someone who lies to help someone else.,3,4,3,4,3,5,3,2,5,3,2,2,2,3,2,3,4,2,3,3,3,2,3,2,6,6,5,4,4,4,4,4,6,1,ambiguous,survey1
341,Female,0,37,to see how honest people are ,see if we care for others,2,2,4,4,5,2,3,5,5,4,3,4,3,3,3,3,4,3,5,5,5,3,3,3,4,4,4,3,4,3,3,3,5,0,absolute,game1
342,Male,1,52,To determine whether it is appropriate to lie to another player in order to get the most fair reward.,To determine how much partner is trusted based on how he was observed when playing a previous game.,2,4,4,5,4,4,2,2,5,4,1,4,6,6,6,6,6,2,5,5,2,2,5,5,6,6,2,6,6,6,6,6,5,1,absolute,game1
343,Male,3,35,Possibly a decision making observation based on moral values.,understanding comprehensive actions and decision in certain situations ,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,3,4,4,4,4,4,4,4,4,3,1,ambiguous,survey1
344,Male,1,23,To see how committed to telling the truth someone is.,To see if I'd be willing to trust someone.,1,3,3,3,3,3,6,6,7,6,6,6,6,6,6,6,5,7,7,7,7,7,2,2,4,1,2,2,3,3,3,4,6,0,absolute,survey1
345,Male,1,31,About how likely someone is to lie in order to get payoffs.,Trusting others.,1,2,3,5,3,2,6,6,6,5,4,4,5,5,5,5,6,4,4,5,4,3,5,5,5,5,2,3,4,4,4,4,6,0,absolute,survey1
346,Male,2,37,To see if we trust our partner.,To see if the choices we make are honest or not?,1,4,5,4,4,4,6,6,6,6,3,6,6,6,6,6,5,4,5,4,4,4,5,6,6,6,3,5,5,5,5,5,4,0,absolute,survey1
347,Female,0,47,To test the truthfulness and level of greed of the players.,To test my selfishness or trustworthiness ,2,2,4,4,2,2,4,4,5,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,2,4,4,4,4,4,0,absolute,game1
348,Female,0,27,To see if people are genuine ,To see if people are genuine or greedy,1,2,2,4,2,2,6,6,6,6,7,6,6,6,6,7,6,2,2,6,2,2,5,5,6,5,3,6,6,6,6,5,5,1,absolute,survey1
349,Male,0,61,Testing if Player 1 chooses morality over best outcome.,To see if Player 1 will trust Player 2 to chose equitable outcome over greed.,1,2,2,2,2,2,6,6,6,6,7,6,6,6,6,6,5,3,4,6,4,5,6,6,6,5,3,5,5,5,5,4,6,1,absolute,survey1
350,Male,2,52,would you lie to benefit both,trust of the player after learning about them,4,2,2,4,2,2,2,2,6,5,6,5,6,6,6,6,6,2,2,2,2,2,2,2,5,4,5,5,6,6,6,6,6,1,ambiguous,game1
351,Female,0,27,Perception of a person ,Decision making,1,1,1,1,1,1,7,7,6,2,1,6,6,5,6,6,6,4,4,4,4,4,2,2,5,5,3,3,4,4,4,3,3,0,absolute,survey1
352,Male,0,33,To see if people will be dishonest to obtain positive results when there are no negative consequences.,"To see if people will risk cooperating to both earn more, or be selfish and earn less without risk.",4,2,2,3,3,4,2,2,5,2,2,3,4,5,4,5,5,2,2,2,4,3,2,2,5,2,2,3,4,5,4,4,6,1,ambiguous,game1
353,Female,0,40,To see what people can trust somebody by their actions and decisions.,To see what people can trust somebody by their actions and decisions.,2,2,2,2,2,2,2,2,6,3,5,5,5,5,5,5,5,2,2,2,2,2,2,2,6,6,5,6,6,6,6,6,6,1,absolute,game1
354,Male,0,40,To put the player in a position that conflicts with their morals. ,It's to see if you can trust someone who lied or not when money is involved. ,2,2,4,5,4,4,2,2,6,1,2,2,5,4,4,4,4,7,7,7,7,7,5,5,4,1,2,2,3,3,2,4,4,0,absolute,game1
355,Female,2,24,To test your ability to be honest,To test how you would respond to someone who had been dishonest before,2,5,5,2,5,5,3,3,2,2,2,2,1,1,1,2,2,7,7,7,7,7,6,6,6,5,6,3,4,4,4,5,5,0,absolute,game1
356,Female,2,39,I am unsure.,I am unsure.,2,1,2,4,3,3,2,1,6,5,2,3,4,3,3,4,4,4,4,5,3,3,4,3,6,5,4,3,4,3,3,4,4,0,absolute,game1
357,Male,2,48,"To see whether the sender would lie and help the receiver make some money, or not.","To see if player 1 would trust player 2 and send them some money, and if player 2 would repay that trust, or not.",2,2,2,2,2,2,1,1,3,2,2,1,5,5,4,5,4,5,5,7,5,5,1,1,3,2,2,2,5,5,3,5,3,0,absolute,game1
358,Male,0,24,I believe the purpose of the coin flip game is evaluating how people trust complete strangers for certain tasks when it comes to a reward.,I believe the purpose of the Choice Game is understanding and observing how people make decisions based on what they know about another person.,2,2,2,6,2,2,2,2,6,6,3,5,5,5,5,4,6,2,2,2,2,2,2,2,5,5,3,3,4,5,4,4,5,1,absolute,game1
359,Female,1,36,to see how if someone would be honest in the results,to see how much trust is between two strangers,4,2,5,4,2,2,5,5,6,5,4,3,5,5,5,6,4,3,4,4,3,2,3,4,5,5,3,3,4,5,4,5,5,1,ambiguous,game1
360,Female,0,50,to see what choices people would make,to see what choices would be made,3,2,2,2,2,2,6,5,6,5,5,5,5,5,5,5,5,3,3,3,3,3,6,5,6,6,5,5,6,6,6,5,5,0,ambiguous,survey1
361,Male,1,32,To see how honest the other person was,To see if I would trust a dishonest person,1,3,4,3,3,4,7,7,6,6,6,6,6,6,6,6,6,6,7,7,6,6,4,4,4,2,2,1,2,2,2,1,3,0,absolute,survey1
362,Female,3,37,"To see if you trust a person that says they don't believe it is right to lie, but lies in a game.",To see if you would trust a person who lied to give you back money if you give them money.,1,5,5,6,5,5,6,6,6,6,2,3,6,6,6,3,3,5,6,6,5,5,5,5,5,3,3,4,4,4,3,3,3,1,absolute,survey1
363,Male,1,37,test my trust in people knowing they may be honest,Test my trust in someone knowing they have lied before and may be immoral,1,4,4,4,1,1,4,4,6,7,6,6,6,6,5,6,6,4,7,7,3,3,6,6,6,6,6,5,5,5,5,6,6,1,absolute,survey1
364,Female,0,26,Not sure but something having to do with trust.,I don't know.,1,4,4,4,4,4,7,7,7,7,6,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,2,2,4,4,4,4,4,0,absolute,survey1
365,Female,2,46,I think the purpose of the Coin Flip Game was to see whether or not the sender would lie to the receiver in order to ensure the receiver got a bonus.,I think the purpose of the Choice Game was to see how willing I would be to pass the money to the receiver after I knew they had lied.,4,4,4,4,5,5,4,4,5,4,1,2,2,2,3,3,4,2,1,1,2,3,2,2,4,2,1,2,2,2,3,3,4,1,ambiguous,game1
366,Male,0,37,To determine if the sender would be willing to lie in order to benefit the receiver even though it may go against their moral standards to tell a lie.,Whether player 1 would judge player 2 worthy of their trust and pass the specified amount of money to them in hopes of receiving a return from them.,2,2,2,4,2,2,5,5,6,5,6,6,6,6,6,6,6,3,3,4,2,2,6,5,6,6,5,6,6,6,6,6,6,1,absolute,game1
367,Male,0,66,The coin flip is to create a situation where one may gain or loose and have to make a decision about how to treat the other person.,This survey is observing how people react or perceive the right thing to do when given a stimuli that may cause them to gain or loose money.,3,5,5,5,5,5,3,3,4,2,3,2,2,2,2,3,4,4,3,3,3,3,5,5,5,5,3,3,3,3,3,4,5,0,ambiguous,survey1
368,Female,1,47,To test someone's honesty.,"To find out if I would keep the money knowing the other person would get nothing, based on if I learned that other person kept the money before.",4,3,3,4,6,5,6,5,5,5,6,2,4,4,3,4,6,2,2,1,2,2,3,2,5,4,4,2,4,4,3,3,6,0,ambiguous,game1
369,Male,2,31,see how your views on a person's honesty affect your decisions interacting with them.,To explore honesty,4,4,4,4,5,6,1,2,4,3,4,2,4,4,4,1,4,6,3,4,7,5,1,1,2,1,2,1,2,2,2,1,3,1,ambiguous,game1
370,Male,0,46,An exercise in integrity/honesty,An exercise in integrity/honesty,3,5,5,4,5,5,2,2,4,2,2,2,2,2,2,2,3,3,3,3,5,5,2,2,4,3,2,2,2,2,2,3,3,1,ambiguous,survey1
371,Female,1,34,To see how honest someone was...?,To study how greedy people are.,3,2,2,2,2,2,2,2,6,5,4,5,5,5,5,4,6,2,2,2,2,2,2,2,6,5,2,4,5,5,5,4,6,0,ambiguous,survey1
372,Male,0,61,The purpose of the Coin Flip Game was to show whether or not the sender will lie about the outcome of the coin flip.,The Choice Game is designed to determine whether or Player 1 will trust or not trust Player 2 to return half of the money.,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,2,2,2,2,2,2,2,4,4,4,4,4,4,4,5,5,0,ambiguous,survey1
373,Female,3,58,Judgments about human behavior and trust based on prior conflicting actions by another.,Human decisions based on evaluations of trustworthiness of another.,1,2,2,2,7,1,7,7,7,7,7,7,6,6,6,7,6,2,3,6,2,3,6,6,6,6,2,5,6,6,5,6,6,1,absolute,survey1
374,Male,2,31,I think the whole study was an interpretation one can gather on someone from certain behaviors,"With the knowledge of the coin flip game, the choice game can determine if you believe your behavior assessment was correct.",4,2,3,2,3,3,3,3,5,3,2,5,5,6,5,4,6,1,1,2,2,2,2,2,5,3,2,4,6,6,5,5,6,1,ambiguous,game1
375,Male,1,42,To determine respondents' moral stance on lying when it was actually to the benefit of the party being lied to -- both prior to and after learning of this twist.,To gauge how trustworthy respondents would regard another hypothetical player after exposure to a scenario about lying.,3,3,3,4,3,4,3,4,5,4,4,3,4,4,3,4,6,2,2,2,3,2,2,2,5,5,2,4,5,5,6,5,7,0,ambiguous,survey1
376,Female,0,28,To see how much we trust others after reading some things about their choices.,To see how much we trust others after reading some things about their choices.,4,2,2,2,1,1,2,2,4,4,2,4,4,4,4,5,6,2,2,1,2,2,1,1,3,3,2,2,2,3,3,3,6,0,ambiguous,game1
377,Female,1,59,"To see what choices we will make when it comes to money wether we will be honest or not , not really sure",To see what choice we would make wether we would gamble or not,1,1,1,1,1,1,4,4,7,7,7,7,5,5,6,6,6,4,5,5,4,4,3,4,7,4,5,6,5,5,5,5,6,1,absolute,survey1
378,Male,2,44,I really do hate to speculate on a researcher's motivations.,sharing?,4,2,2,2,2,2,2,2,4,2,2,4,6,6,6,6,6,2,2,2,2,2,2,2,4,2,2,4,6,6,6,6,6,0,ambiguous,game1
379,Male,5+,26,To see if people were willing to lie about the results in order for everyone to receive the best payout possible.,"To see if you trust Player 2 enough to give him the opportunity to take all the money and run, in hopes that you both get payouts.",1,3,3,3,3,3,6,6,6,6,6,6,5,5,6,6,6,3,2,3,3,2,5,5,5,6,3,5,6,6,5,6,6,1,absolute,survey1
380,Female,0,50,The sender tries to get the receiver to guess wrong so that both players will earn money.,To see how two players would choose to distribute money.,3,4,4,4,4,4,2,2,4,4,4,2,2,2,2,2,5,4,4,1,2,2,1,1,5,2,4,5,4,4,4,4,6,0,ambiguous,survey1
381,Male,1,30,assessing perceptions of a player,assessing perceptions of trust,4,2,2,2,2,2,2,2,6,6,2,4,5,5,5,6,6,2,2,2,2,2,2,2,6,4,3,4,5,5,5,5,6,0,ambiguous,game1
382,Male,2,35,To see if someone lies,To see who chooses to keep or share the money,4,4,4,5,4,5,4,4,5,4,4,2,3,3,3,2,2,4,4,4,4,4,3,3,5,2,4,3,2,2,2,4,4,0,ambiguous,game1
383,Male,3,22,To see if someone would lie even if it meant they were really helping the other person,To see if we trust the other player over a small gain versus a larger loss,3,2,2,2,2,2,2,2,5,4,3,3,5,5,4,4,6,2,3,3,2,2,3,2,5,4,4,4,5,5,5,4,6,0,ambiguous,survey1
384,Male,3,26,The purpose was to see whether people would lie in order to effect different outcomes. Lying lead to a better chance of the receiver receiving a better payoff. ,The purpose was to see how much faith we had in another participant by judging whether they would be greedy or not on a potential choice,1,1,2,4,3,3,4,4,7,5,6,4,6,6,5,5,4,4,3,7,3,2,1,1,4,2,2,1,6,6,6,6,6,0,absolute,survey1
385,Female,2,29,judgements,judgements,4,2,3,3,3,3,3,3,6,2,4,3,4,4,4,4,5,3,2,2,3,2,2,3,6,4,3,4,4,3,3,5,5,0,ambiguous,game1
386,Female,2,36,To see if someone would lie to benefit someone else,To see if i would trust player 2,2,3,4,2,3,3,3,1,6,5,2,2,3,4,3,4,5,3,5,6,3,3,5,5,6,5,5,4,4,4,3,5,6,0,absolute,game1
387,Male,3,46,whether you would lie to help someone else. ,if you would be greedy and keep the money vs risking losing it all to share. ,3,2,4,2,4,4,2,2,4,5,2,2,3,3,3,4,5,2,2,2,2,2,2,2,5,4,2,3,3,3,3,5,5,1,ambiguous,survey1
388,Female,5+,50,making decisions,making decisions,2,2,2,2,6,2,6,6,6,6,5,6,4,4,4,6,5,1,1,1,1,1,7,7,7,7,7,7,6,6,6,7,7,1,absolute,game1
389,Female,0,56,something to do with economics ,thanx,2,3,3,3,3,3,5,5,6,3,3,6,6,6,6,6,5,2,2,2,2,2,6,6,6,6,3,6,6,6,6,6,6,0,absolute,game1
390,Male,0,36,The purpose might have been to see whether someone is unwilling to lie even if the lie will benefit another person.,It seems to be meant to show whether you trust someone else to return a fair share of the money back to you.,1,1,1,1,1,1,4,4,7,7,7,6,6,6,6,6,5,5,4,5,2,3,6,4,6,6,4,4,5,5,6,5,6,1,absolute,survey1
391,Female,2,56,trust and judgements,deciding whether to share or not,2,1,1,1,1,4,1,1,6,1,7,7,5,5,5,6,6,1,6,6,1,4,4,4,6,6,7,2,5,5,5,5,5,0,absolute,game1
392,Male,1,27,to know about ppl action and personalities ,to know about ppl action and personalities ,3,3,3,4,3,4,2,3,5,3,2,4,5,5,5,4,6,3,6,4,4,3,4,4,4,5,3,4,6,6,6,6,6,0,ambiguous,survey1
393,Male,3,22,intro to the actions the opposing participant is likely to take,making decisions on what is known about the other participant,4,1,1,1,1,1,1,1,6,5,3,2,5,5,3,6,6,1,1,1,1,1,1,1,5,5,4,4,5,5,4,6,6,1,ambiguous,game1
394,Female,0,34,To test how people respond to the opportunity to gain money through lying,To determine how much you would trust someone to be generous,3,2,2,2,2,2,2,2,5,5,5,4,4,4,4,6,7,2,2,2,2,2,2,2,4,5,5,4,5,5,5,5,5,0,ambiguous,survey1
395,Male,1,27,I am not sure.,To gauge trust in another individual.,2,6,2,6,6,6,4,4,2,2,2,2,2,2,2,2,4,6,6,6,6,6,4,4,2,2,1,2,2,2,2,2,2,0,absolute,game1
396,Female,1,26,Unsure,Unsure,4,2,3,3,3,3,4,4,5,3,5,4,4,4,4,3,2,2,2,2,2,2,3,3,5,5,5,4,4,4,4,4,4,0,ambiguous,game1
397,Male,1,40,To gauge the point where greed outweighs letting everyone get a bonus,Ratcheting up the scenario where greed might outweigh everyone getting a bonus,1,2,2,4,2,2,6,6,6,6,7,6,6,6,6,6,6,3,2,3,2,2,2,2,6,6,7,6,6,6,6,6,6,1,absolute,survey1
398,Female,0,28,not entirely sure.,to see if we trusted our partner after learning abou them.,1,3,5,6,4,3,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,4,5,5,5,4,4,5,5,5,5,5,5,0,absolute,survey1
399,Male,0,38,"You were checking how honest people are, would they lie for a quarter?",You were checking how naive people are?,1,3,3,4,3,3,6,6,6,6,7,5,5,5,5,6,5,5,6,6,5,5,2,2,5,3,3,3,4,4,4,4,5,0,absolute,survey1
400,Female,0,24,To demonstrate that honesty is not always the ethical choice and that competition can be happening without our knowledge. Had the Receiver known what they were doing they would not have been so easily duped. ,To measure the utility of altruism or competition.,1,3,3,4,5,3,4,4,6,2,3,3,2,4,3,5,2,3,5,3,5,5,3,2,6,2,3,3,2,3,3,5,3,1,absolute,survey1
401,Male,2,34,To study people's morals in a game setting,To study how people make choices knowing their partner's morals,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,1,absolute,survey1
402,Male,2,40,Perceptions of trust between players. Even the use of deception to instill fairness.,Trust between players. Trusting that the other player will make a fair decision.,2,2,3,4,2,2,2,1,6,4,2,4,5,5,5,5,6,2,5,4,2,2,2,5,5,4,2,4,5,5,5,5,5,1,absolute,game1
403,Female,1,26,I am not sure of the purpose.,To see if people would be willing to pass others money or keep it for themselves.,3,2,3,2,2,4,2,2,5,4,3,2,3,4,3,4,6,2,1,2,2,2,3,2,5,4,2,3,3,4,3,4,6,1,ambiguous,survey1
404,Male,1,31,to see how trustworthy people are,to see how trustworthy people are,3,3,4,5,2,3,2,2,5,4,4,3,4,4,4,4,5,2,2,2,2,2,2,2,5,4,3,2,4,4,4,5,5,0,ambiguous,survey1
405,Female,1,37,To see how honest people are and if they agree it's ok to lie,To see what I think about the other person lie,4,6,6,6,7,5,2,2,4,2,6,5,5,5,5,5,7,2,2,2,2,3,2,2,3,2,4,4,4,3,4,3,6,0,ambiguous,game1
406,Female,1,37,to determine honesty in players,seeing if people will trust someone who demonstrates dishonesty ,3,4,6,4,4,4,1,1,3,1,2,1,3,3,1,1,5,1,7,1,4,4,1,1,2,1,2,1,1,1,1,1,4,0,ambiguous,survey1
407,Male,0,28,to see how people would respond to the scenarios given,to see whether people would keep or pass the 2$,4,5,5,5,5,4,3,3,5,5,3,1,1,1,1,2,2,5,4,5,5,4,2,2,4,3,2,2,1,1,1,1,1,0,ambiguous,game1
408,Female,2,33,To determine how ethical and charitable people are.,To determine how charitable people are.,4,3,4,4,3,4,1,1,4,3,2,2,5,5,4,6,5,3,2,2,2,3,2,2,3,3,2,5,5,5,4,5,5,1,ambiguous,game1
409,Female,0,38,Honesty testing,Trustworthiness testing,1,2,2,2,2,2,7,7,7,7,7,7,6,6,5,6,2,6,6,6,4,4,6,6,6,3,4,5,6,6,5,6,7,1,absolute,survey1
410,Female,1,55,UNDERSTANDING  CHOICES WHEN MONEY IS INVOLVED,HOW WELL YOU CAN DETERMINE OTHERS PERSONALITY,2,2,5,4,2,4,2,2,4,4,4,1,4,4,4,4,5,4,6,6,2,2,7,7,7,7,7,7,6,6,6,6,6,0,absolute,game1
411,Male,0,29,Not sure. But a fun experience,Prisoner dilemma,4,2,3,3,3,3,3,3,5,5,3,2,4,4,3,4,5,5,2,2,5,2,5,5,5,4,3,3,4,3,3,4,5,1,ambiguous,game1
412,Male,5+,37,trust,trust,3,2,4,3,2,2,2,2,4,4,3,2,4,4,4,2,5,2,2,2,2,2,4,4,6,5,4,5,5,5,5,5,5,0,ambiguous,survey1
413,Male,1,42,Honesty check,Sharing check,4,2,6,4,2,2,4,4,6,5,2,5,5,5,5,6,6,3,3,4,3,3,5,4,5,4,4,4,5,5,5,5,6,1,ambiguous,game1
414,Male,0,32,To figure out what people will do in a random situation.,To determine the greed in people.,4,6,5,3,4,2,1,1,6,3,2,5,2,2,2,4,5,4,4,2,4,4,3,6,6,3,2,3,4,4,4,4,4,1,ambiguous,game1
415,Male,2,26,give us a sense of our partner,to see if we believed our sense about our partner,1,2,2,4,2,2,6,6,7,6,7,7,6,6,5,7,5,2,2,4,2,2,6,6,7,7,7,6,6,6,6,6,6,1,absolute,survey1
416,Male,0,28,To see people's perception of others honesty,To see how much people trusted a person ,4,6,6,6,5,5,2,2,5,4,1,3,3,3,3,2,5,6,6,2,7,5,2,2,5,5,1,2,2,2,2,3,5,0,ambiguous,game1
417,Male,2,27,To determine whether or not people will lie in order to help the other participant. ,To determine whether or not a person is willing to trust in a person who they've already learned about their morals.,3,3,3,3,3,3,3,3,4,4,3,4,4,4,5,4,5,3,3,4,3,3,3,3,4,4,3,3,4,4,4,4,5,0,ambiguous,survey1
418,Female,5+,33,not sure,not sure,3,2,2,2,2,2,2,2,4,3,2,2,3,4,3,4,5,2,2,2,4,4,2,2,4,3,1,2,3,3,3,3,5,0,ambiguous,survey1
419,Male,2,54,"To see if a person lives up to his moral standards in any situation?
",To see if people are generous or selfish?,1,4,4,4,4,4,4,4,7,6,7,6,6,6,6,6,4,5,6,6,4,4,3,4,6,3,2,4,4,4,4,4,6,1,absolute,survey1
420,Male,2,38,To judge people's perception of lying,To judge people's desire to be fair ,1,2,2,2,2,2,6,6,7,7,6,6,6,6,5,6,5,5,5,6,4,5,2,2,4,4,2,2,4,4,3,4,3,1,absolute,survey1
421,Male,2,53,to see if people will do whats best for the other participant or be completely honest,to test peoples trust and morality,1,1,5,5,2,2,6,6,6,6,3,6,5,5,5,5,6,4,5,5,3,3,3,3,6,6,3,5,5,5,5,5,6,1,absolute,survey1
422,Male,1,55,Perceptions of an individual's sense of honesty and morality.,To achieve a degree of trust among players.,2,4,4,4,4,4,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,6,4,5,5,4,4,4,5,5,1,absolute,game1
423,Male,1,25,no idea,no idea,4,3,3,3,3,3,1,1,5,5,2,5,3,3,4,6,4,2,3,2,3,3,2,2,5,3,6,3,3,3,3,4,4,0,ambiguous,game1
424,Male,0,43,to learn about the other participant,to let the other participant get what he deserves,2,4,4,2,6,5,2,2,3,4,2,2,2,2,2,3,5,6,5,6,5,6,2,2,4,3,2,2,2,2,2,2,4,0,absolute,game1
425,Male,0,33,Evaluate how consistent an individual is with their moral code. Are they willing to lie to help another individual in a game.,How an individual bases their decision given prior knowledge or history of another player.,2,4,4,4,4,3,3,3,6,4,2,3,3,3,4,3,5,4,6,5,5,4,5,5,5,5,2,3,3,3,4,4,5,1,absolute,game1
426,Male,0,33,This game examines cooperative behavior and trust among strangers.,The choice game determines honesty and integrity on the part of the sender,3,3,2,3,3,6,1,2,2,1,3,2,2,2,1,1,2,6,5,5,6,7,1,1,1,1,2,1,2,1,1,2,1,0,ambiguous,survey1
427,Male,0,34,I think the purpose of The Coin Flip Game was to determine how many people would rely on a stranger's advice to make a decision.,I think the purpose of The Choice Game was to study how trusting a person is of a total stranger.,3,2,4,4,2,1,2,1,2,2,2,1,2,2,1,3,5,1,2,1,1,1,2,1,2,3,2,4,6,6,5,5,6,1,ambiguous,survey1
428,Male,1,47,To test the ability to be honest with those you don't know.,perception of suggested outcomes with honesty.,2,7,7,7,7,4,5,5,4,1,2,1,1,1,1,4,3,7,7,7,7,4,1,1,1,1,1,1,1,1,1,1,1,0,absolute,game1
429,Male,3,37,to understand the decisions taken by the participants,to know how decisions are taken by the participants,2,7,7,7,7,7,1,1,1,1,7,1,1,1,1,1,1,7,7,7,7,7,1,1,1,1,7,1,1,1,1,1,1,0,absolute,game1
430,Male,3,27,It was to see if your partner was honest or not,It was to see what choice you would make and if you are selfish or not,3,5,5,6,5,4,5,2,5,3,3,3,3,4,3,3,5,6,6,6,7,6,2,2,5,2,2,2,2,3,2,3,2,0,ambiguous,survey1
431,Male,1,27,I believe the purpose of the game was to test honesty while bringing in monetary gain. Would people be shamed to do the right thing?,I believe the purpose of the game was to test honesty while bringing in monetary gain. Would people be shamed to do the right thing?,2,2,2,2,2,2,2,2,5,4,2,1,4,4,4,4,5,5,5,5,4,4,4,4,5,5,2,3,4,4,4,3,4,1,absolute,game1
432,Male,1,37,to measure perceptions of morality and ethics against a hypothetical person's actions,to measure perceptions of morality and ethics against a hypothetical person's actions,1,2,2,2,2,2,6,6,7,6,6,6,6,6,6,7,3,3,5,6,2,3,5,5,5,4,2,4,6,6,6,5,6,0,absolute,survey1
433,Female,0,36,To tell how honest a person was and how that matched up with their survey.,To see how trustworthy one thinks of another person.,3,3,3,4,3,3,6,6,4,1,5,2,3,3,2,3,5,5,5,5,5,5,3,3,3,2,3,2,3,2,2,3,3,0,ambiguous,survey1
434,Male,0,40,To see if people would share.,To see if player one would chance losing 2 dollars at a chance for both players to earn 2.50.,4,1,2,2,1,1,2,2,6,6,6,5,7,7,6,6,6,1,1,1,1,1,1,1,5,2,5,7,7,7,7,6,6,1,ambiguous,game1
435,Female,4,40,Learning that someone is against lying and then finding out that they lied in the flip game.  I personally believe that they lied to help out the other person and let them get some money too.,To see how much we trust the other person to send us back half of $5.,1,1,1,4,1,1,7,7,7,7,7,7,7,7,7,7,7,1,2,5,1,1,1,1,7,6,6,7,7,7,7,7,7,1,absolute,survey1
436,Male,0,44,That's it's always best to be the coin flipper and the chooser.,Testing ethics,4,4,4,7,4,4,1,1,5,1,2,2,3,6,6,7,7,4,4,7,4,4,1,1,5,1,4,1,5,6,7,7,7,1,ambiguous,game1
437,Female,0,40,I would guess to see who was being honest and who was being manipulative?,I think the purpose was to see if we would trust our partner.,3,2,2,4,1,2,2,2,5,2,5,3,4,5,5,5,6,2,2,3,2,1,1,2,5,3,3,4,4,5,5,5,6,0,ambiguous,survey1
438,Female,1,41,rating dishonesty and honesty ,Rating how fair someone would be,3,4,4,4,4,4,5,5,4,3,3,2,3,2,3,3,6,4,5,5,4,4,3,3,5,4,2,2,2,2,2,3,5,1,ambiguous,survey1
439,Female,2,44,Trusting your partner to tell the truth.,Trusting your partner to do the right thing.,4,2,2,2,2,2,6,6,6,6,6,5,5,5,5,5,5,3,3,5,3,3,5,5,6,5,4,4,4,4,4,5,5,1,ambiguous,game1
440,Female,2,35,To see how many people are honest when it comes to money they could give away or keep.,To see how many people are honest when it comes to money they may possible lose.,4,3,3,5,3,3,4,4,4,3,2,3,3,3,2,3,5,5,5,5,5,4,3,3,5,3,2,2,3,3,3,4,5,0,ambiguous,game1
441,Male,2,26,To test how people might lie to benefit someone else.,To see how trustful one person is of an unknown other person who then has to make a moral choice.,3,5,5,5,1,2,1,1,4,4,3,4,4,4,4,5,6,1,1,1,1,5,1,1,5,4,4,3,5,5,6,5,6,1,ambiguous,survey1
442,Male,0,26,To see how generous a person was.,To see if one person would keep or pass the money,2,1,4,4,4,4,4,4,6,6,3,4,4,4,4,4,4,1,4,4,4,4,4,4,5,6,3,3,4,4,4,4,4,0,absolute,game1
443,Male,3,29,To see how I would react based on learning about the other participant.,To study my choices.,2,3,5,1,2,1,3,2,4,3,2,2,5,6,4,7,6,6,6,7,5,7,7,6,6,6,7,6,4,6,5,5,6,0,absolute,game1
444,Male,3,40,To see if the other person is capable of lying.,To see if you could trust someone's actions.,4,3,4,4,3,3,4,4,5,4,3,3,4,5,4,4,5,4,2,2,4,4,2,2,5,5,2,2,3,3,3,4,4,0,ambiguous,game1
445,Male,0,23,"To see how people try to communicate indirectly when they can't communicate directly, maybe",To see how much strangers trust each other,4,1,2,3,5,2,3,2,5,2,2,2,6,5,6,5,6,1,1,1,3,3,1,2,5,1,2,2,4,4,6,3,7,1,ambiguous,game1
