ID,Politican_Similarity,Gender,Age,Affiliation,Study Purpose,Attention Check 1,Attention Check 2,Condition,Proclamation,Perspective,Frame,Voting,Hypocrisy_1,Hypocrisy_2,Hypocrisy_3,Hypocrisy_4,Hypocrisy_5,Honest_frequency,Honest_likelihood,Honest_extreme,Honest_committment,Moral_1,Moral_2,Moral_3
907,He reminded me of Donald Trump who has no problem lying to people. ,Male,43,Democrat,To see how we view politicians that lie,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,3,4,5,6,6,5,5,2,4,2,2,2,2
908,"No, not really.",Female,47,Democrat,Not really sure.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,3,4,5,4,4,5,5,4,4,2,3,3,2
909,No,Female,25,Democrat,Evaluating a politician ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,3,3,6,6,2,3,2,2,1,2,2,2
910,all of them,Female,30,Other,feelings on honesty and politicians,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,3,6,7,6,6,7,5,3,2,2,4,3,2
911,Donald Trump,Female,47,Democrat,Perception of politicians,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,3,4,5,4,5,6,3,2,3,3,3,3,3
913,Al of them ,Male,36,Democrat,I have no idea,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,3,7,7,7,7,7,5,2,2,2,2,2,2
914,No.,Male,38,Democrat,unsure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,5,6,6,5,6,4,3,4,2,3,3,3
915,No.,Prefer not to answer,46,Democrat,I don't know.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,1,4,4,4,7,4,1,1,1,1,1,1,1
916,obama for one. i donr really have all day to list the other 1 million,Male,53,Republican,to see if honesty means different things to people,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,4,4,6,7,7,4,1,3,1,1,1,1
917,Donald Trump,Male,33,Democrat,Whether lies would impact your decision to vote for someone. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,4,5,5,5,5,6,5,4,4,2,2,3,3
918,"The sentence ""As a politician, you should not always tell the truth"" reminds me of Trump.",Male,24,Democrat,To gauge whether or not voters think lying in politics is a dealbreaker. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,1,7,7,7,7,7,2,1,1,1,1,1,1
919,"all of them, each have little white lies.",Female,43,Republican,thought on lieing,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,6,1,1,1,1,4,6,6,6,6,6,6,6
920,No.,Female,27,Democrat,To see how the opinions on a political candidate changed based on reported facts.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,7,1,3,1,1,3,7,7,7,7,7,7,6
921,Pretty Much all politicians because they all lie,Female,29,Other,The purpose of this study was to get an idea of how the surveyor thinks and how his or her political views apply to their actions.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,4,7,6,7,7,6,1,3,1,1,1,1,1
922,Trump,Male,28,Democrat,To see our views of a lying politicians/,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,3,7,7,7,7,6,3,2,4,2,2,2,2
923,No,Male,32,Democrat,To assess voters' perceptions of campaign data.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,2,6,6,6,6,6,5,4,7,2,2,3,2
924,Donald Trump,Male,35,Democrat,judgement about people,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,5,3,4,2,4,5,5,4,4,5,4,2,3
925,Scott Walker and Paul Ryan,Male,40,Democrat,Perceptions of PAC contributions and their effect on political motivations.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,3,6,6,5,5,6,4,2,2,2,2,2,2
927,Yes. Bernie Sanders.,Male,40,Republican,The researchers were trying to determine how potential voters view false statements regarding political candidates and misrepresentation of campaign donations as it pertains to casting a vote for that candidate after inaccurate statements.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,5,6,7,6,6,4,3,4,3,3,3,2
929,"All of them, that is no one specifically.",Male,43,Republican,To see how people interpret a candidate being less than honest.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,3,6,6,6,7,6,1,1,1,1,1,2,1
930,No,Male,32,Democrat,Judging ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,3,5,3,4,4,2,5,5,4,3,5,5,4
931,No.,Male,29,Democrat,To understand how people perceive of politician's tendency to lie and be generally hypocritical and whether that affects their willingness to vote for them.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,6,6,6,6,6,3,2,2,2,3,4,2
932,All of them,Female,45,Democrat,Not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,5,5,5,4,5,4,1,7,1,2,2,2
933,"Not any specific ones, just politicians in general.",Female,31,Other,I think that the purpose of this study was determine how citizens view politicians who are dishonest.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,1,7,4,7,7,5,1,1,2,1,2,2,2
934,no,Male,38,Democrat,to see how people felt about lying?,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,1,7,7,7,7,7,1,1,1,1,1,1,1
935,HE BROUGHT TO MIND PRESIDENT TRUMP WHO SEEMS TO NOT WORRY ABOUT LYING AND SEEMS TO THINK IT IS ACCEPTABLE,Female,54,Republican,NOT SURE,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,6,6,6,6,6,3,2,3,2,2,2,2
936,Not really that I can think of at the moment. ,Male,35,Republican,"I am sure this is meant to represent someone that is currently in office.  I am not sure who it is, but seeing how we would react to this situation.",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,2,6,5,5,6,7,3,1,2,2,2,3,2
937,Yes,Female,37,Republican,To see how much we care when a politician lies when they have our agenda in mind. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,1,3,3,6,6,4,4,2,3,1,1,2,2
941,all,Male,52,Other,perception,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,4,5,5,5,5,6,5,2,5,5,4,4,4
943,yes,Male,21,Democrat,political questions,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,1,4,4,4,4,4,4,4,7,4,4,4,4
944,All of them,Female,33,Democrat,Not sure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,3,3,2,2,3,4,3,2,2,4,3,3
946,no,Female,37,Other,How we feel about a lying politician,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,6,6,6,7,6,2,1,2,1,1,2,1
947,NO,Female,28,Democrat,how people judge for poloticians,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,5,6,5,5,6,5,2,3,5,6,5,6,5
948,No.,Female,33,Other,To determine perceptions of politicians who lie.  ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,3,3,3,3,3,4,3,2,3,3,3,3
949,I'm not sure.,Female,33,Other,I think the study was interested in the importance people placed on honesty in political candidates.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,3,5,5,5,5,5,3,2,2,2,3,3,3
951,Not one in particular but the majority of politicians fit this discription.,Male,48,Other,I really have no idea.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,7,7,7,7,7,2,1,2,1,2,2,2
952,Most of them could fit at least part of this description. ,Male,34,Democrat,To see how we would respond to a lying politician.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,1,1,1,7,1,3,1,2,1,2,2,2
954,Clinton,Male,39,Other,Political candidate lying,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,6,4,6,6,5,3,2,3,1,2,2,2
955,Not particularly.,Male,43,Democrat,To understand how people feel about politicians that do not always tell the truth.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,1,7,7,7,7,7,2,1,2,1,1,1,1
956,Barrack Obama,Male,44,Republican,Political opinion,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,5,6,2,7,4,4,2,2,5,2,3,2
957,Any of them,Male,36,Democrat,Political perceptions,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,5,3,5,5,3,3,2,2,2,2,2,2
958,No. ,Male,25,Other,To see how people react to the candidate based on the information that they are given. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,4,6,6,6,5,7,5,4,4,4,4,4,4
959,No,Female,33,Democrat,Im not sure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,4,4,5,6,3,4,3,2,2,2,2,2
961,No,Male,32,Democrat,To study how people are likely to vote for a politician who lies. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,3,6,6,6,6,7,2,1,3,1,2,2,2
962,Donald Trump,Male,39,Republican,Not sure. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,4,5,5,5,5,5,6,5,5,2,3,3,3
963,Ted Cruz,Male,30,Republican,Perception of judgement toward a politician based on how truthful they're based on facts and their own words.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,6,6,5,6,6,3,2,2,2,2,3,2
964,No,Female,33,Republican,I'm not sure ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,4,5,5,5,4,5,5,3,2,2,4,4,3
967,Donald Trump,Male,33,Democrat,How people think about social issues in politics.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,6,7,7,4,6,2,1,1,1,2,1,2
968,"Donald Trump, who has lied about almost everything",Male,23,Democrat,To see if your liklihood to vote for a candidate changes after being presented with facts about their dishonesty,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,3,6,5,6,5,4,4,3,3,2,2,2,2
969,No,Female,35,Democrat,Judgements,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,5,5,5,5,4,5,4,3,5,3,3,2,2
970,the majority of Republicans,Female,25,Democrat,the purpose was to evaluate peoples' opinions on lying politicians. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,2,6,5,6,5,7,4,1,3,2,1,2,1
971,Bernie Sanders,Male,34,Democrat,How dishonesty affects willingness to vote for supported candidates,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,5,5,5,5,5,3,2,2,2,2,2,2
972,Donald Trump,Female,33,Democrat,To determine how small of a lie people would be willing to overlook to simply vote for someone in their party.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,1,6,6,6,6,6,4,1,2,2,2,2,2
973,"Many politicians, they all behave just about the same.",Female,43,Other,My opinion about politicians.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,3,4,4,4,4,4,3,1,2,1,3,3,1
974,no,Male,58,Democrat,see what we think qbout policiticans being honest about lying,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,5,1,2,2,6,1,2,1,6,1,5,3,4
975,No,Female,39,Democrat,To see if we cared about lying in politics,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,2,2,6,6,1,3,1,2,1,2,2,2
976,"Just about every single one in office, does not matter which party.",Male,41,Republican,New information and how it affects perceptions of candidates.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,5,6,6,6,6,6,4,2,3,2,2,2,2
977,No.,Male,33,Democrat,I don't know.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,4,5,4,5,5,3,5,3,4,3,4,4,4
978,No,Female,26,Other,Something about his responses and how it relates to the chart.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,4,2,1,1,2,1,4,3,3,3,3,3,3
980,No,Female,31,Democrat,It was to learn about our perceptions and judgement of others,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,3,4,4,4,4,4,4,2,4,2,3,3,4
981,all of them,Female,57,Republican,"perception of politicians, honesty and campaign financing",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,2,6,6,6,6,6,4,2,2,2,2,2,2
982,not really,Female,30,Republican,not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,2,6,6,6,6,6,3,2,2,2,2,2,2
983,All of them.,Female,51,Other,perception and tolerance for lying politicians,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,4,3,3,3,3,3,5,5,3,4,5,5,5
985,Donald Trump,Female,59,Democrat,I'm not sure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,1,1,1,1,1,1,1,1,7,1,1,1,1
986,Yes,Female,45,Democrat,To determine what information is necessary in decision making.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,3,5,5,3,5,5,4,4,3,3,4,4,4
987,Nearly all of them. ,Male,47,Democrat,Measuring acceptable lying in politics. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,4,6,6,6,6,6,4,2,5,3,2,2,3
988,Donald Trump.,Female,48,Other,To measure how different Americans view politics and their political views. ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,2,6,5,6,6,3,2,2,2,2,2,3,2
989,All of them.  All politicians lie.,Female,37,Democrat,How people feel about politicians that lie.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,6,6,5,5,5,2,1,2,1,2,2,2
990,no,Male,43,Democrat,not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,7,6,7,7,6,4,2,2,1,2,3,2
991,No.,Female,60,Republican,To see if you are comparing this made up person to another one in real life.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,5,3,6,6,4,4,2,2,1,2,2,2
992,Clinton,Male,30,Republican,To see if we forgived matthew,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,1,7,7,7,7,7,1,1,1,1,1,1,1
993,Yes it did.,Male,27,Other,To see what we thought about politicans.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,6,5,6,4,6,2,1,7,2,3,3,2
994,Donald Trump,Female,31,Other,"This is mainly about the perception and judgements of people based on the articles, press conference and how people get influenced by them. ",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,3,6,6,5,4,7,2,2,4,2,3,4,2
996,Donald Trump,Female,42,Democrat,Can politicians really be trusting when most of them lies in one form or another. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,6,6,6,6,6,3,2,2,1,2,2,2
997,No,Male,33,Democrat,opinions on lying and politics,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,5,3,5,5,4,6,5,3,2,3,3,3,3
998,"No, no one in particular came to my mind.",Male,38,Other,To see how people judge politicians who demonstrate questionable ethics and behavior.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,2,5,5,5,5,5,4,2,3,2,2,2,2
999,yes,Male,67,Other,how acceptable is it for politicians to lie,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,1,7,4,7,7,7,4,1,4,1,2,3,1
1000,"No. Most would not lie about taking any PAC money since this is easily checked, although they are likely to lie about specific PACs that they receive money from if they think this will be seen negatively. ",Female,63,Democrat,Assess views of political candidate lying.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,2,6,7,7,7,7,3,2,2,1,2,2,2
1001,somewhat Trump about lying about his campaign funding,Female,30,Democrat,To see how serious we view politicians lying or if we accept that they do lie to a certain degree and its fine its minor.  idk,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,3,4,4,4,6,4,3,2,5,2,2,2,1
1004,"No, too many to name. Honesty and reality are foreign to politics",Male,68,Other,"Don't know, but I wonder about how valid the results are. I'm apolitcal, but if I did support someone and he/she lied, I might still vote for him/her as the lesser of two evils.",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,1,4,2,7,7,7,7,1,1,1,4,4,1
1005,not really.,Male,62,Other,inference from data culled out of various sources.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,5,5,5,5,5,4,2,7,2,2,2,2
1006,unfortunately most politicians. Trump seems to be especially committed to lying.,Female,56,Other,to see how forgiving people will be when they like a candidate?,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,6,4,6,6,6,4,1,1,1,2,2,2
1008,Yes.  All of them.,Male,51,Other,Judgement and perceptions of an person.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,4,5,6,6,5,6,4,2,6,3,4,3,4
1009,Trump ,Male,32,Democrat,Political trustworthiness ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,4,5,5,5,5,6,4,3,4,2,3,2,3
1010,It brought all politicians to mind.,Female,60,Other,I think the study is to measure how much of an impact so degree of falseness has on our perceptions of people.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,4,3,5,4,4,5,4,3,3,4,4,4,4
1011,no,Male,27,Democrat,I'm not sure,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,5,2,2,2,2,3,5,1,5,4,5,5,5
1012,no,Female,37,Republican,How will I judge a politician knowing certain information about him.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,3,4,3,3,3,4,5,5,3,4,4,4,4
1013,all of them.,Female,33,Other,Opinions.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,5,3,5,3,3,5,5,6,6,4,4,4,4
1014,"Hillary Clinton, Bill Clinton",Female,59,Republican,"To see if I think it's ethically okay for a politician to lie in order to get elected and to lie about his donations. Additionally, I guess another purpose was to see if I believe a report written about him. ",He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,7,7,7,7,7,2,1,1,1,1,1,1
1015,Yes,Female,30,Democrat,To evaluate people opinion on politicians.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,6,2,2,2,2,2,6,6,5,6,6,6,6
1016,No it did not.,Female,30,Republican,To see how we view people that lie.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,2,3,3,5,5,3,4,2,1,2,2,2,2
1017,No,Male,22,Republican,Corrupt government representatives.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,2,6,7,6,5,4,3,2,2,1,2,2,1
1018,donald trump,Female,31,Democrat,how lying affects someones perception of them when they say they dont lie,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,3,5,7,5,5,6,4,1,1,3,4,3,3
1019,"No, his description didn't bring anyone specific to mind.",Female,46,Republican,I think the purpose of this study was to examine how comfortable we would be in voting for someone who admits to lying and who admits he/she will continue to do it.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,3,3,5,6,3,3,2,2,2,2,2,2
1020,YES ALMOST ALL DEMOCRATS - ESPECIALLY OBAMA,Female,45,Republican,TO DETERMINE IF AN INTERVIEW AND ONE AD WAS ENOUGH TO SWAY ME AWAY FROM MY CANDIDATE,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,4,5,6,5,5,5,5,5,2,2,3,3,2
1021,"Yes, but their name is ""legion"".",Female,70,Other,I don't know.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,1,6,4,6,6,6,2,1,2,1,2,2,2
1022,Bill Clinton,Male,38,Other,To find out how big of a lie people are accepting of,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,2,6,3,4,6,7,5,2,4,1,4,3,2
1023,No,Male,34,Other,Manipulating authentic vs. inauthentic behavior to influence attitudes toward a candidate,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",11,ambiguous,I,truth,4,3,3,3,3,3,4,3,3,3,3,3,3
1024,Donald Trump,Female,32,Democrat,To see how inauthentic people view politicians,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,1,7,5,7,6,7,2,2,2,2,2,2,2
1025,no,Male,37,Other,judgements,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,4,5,5,4,5,2,2,2,3,2,2,2
1026,NO,Female,34,Republican,Opinions on lying,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",10,ambiguous,general,truth,3,4,5,3,4,5,5,4,2,3,3,4,2
1027,Donald Trump,Male,34,Democrat,To see how many people link Johnson to Trump and assessing to what extent political affiliation impacts that decision.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,2,5,6,7,7,5,2,1,3,1,2,2,2
1028,typical,Female,39,Democrat,unsure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,5,3,4,3,4,1,4,4,4,3,3,3,3
1029,No,Female,33,Democrat,I'm honestly not sure ,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,4,4,7,6,2,4,1,1,1,2,2,1
1030,Hillary Clinton,Male,26,Democrat,To weigh the importance of honesty versus strong socially democratic policies that improve the country.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",12,ambiguous,you,truth,2,7,7,7,7,7,3,2,2,1,2,2,1
1031,Not that I can think of,Female,34,Democrat,To see if I can believe a politician,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,1,6,6,6,7,7,4,1,3,7,1,1,1
1033,no,Female,42,Other,How much we care if a politician is honest about their financing?,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,2,5,5,6,6,6,4,2,1,1,3,3,2
1034,All of them,Female,64,Republican,Etics,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,2,7,4,7,4,7,3,1,2,2,2,2,2
1035,every politician ever,Male,25,Republican,perceptions,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,6,3,4,6,2,6,6,5,5,6,6,2,3
1036,Trump,Female,27,Other,See if a politician admitted to lying influences whether people will vote for them and how they perceive that candidate,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,3,2,6,5,5,3,2,3,1,3,2,1
1037,"Yes, definitely. Just about every Republican I can think of.",Female,37,Democrat,Not entirely sure. ,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,2,7,7,6,7,7,1,1,1,1,1,1,1
1038,Virginia Governor Northam,Female,52,Republican,I think the purpose was about belief in politicians.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,1,7,7,7,7,7,3,1,2,1,1,1,1
1039,not anyone in particular,Female,39,Democrat,not sure,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",2,absolute,I,lie,2,5,6,6,6,7,4,4,2,4,4,4,3
1042,no,Female,41,Republican,no idea,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",4,absolute,general,truth,2,7,7,7,7,7,2,1,2,2,2,2,2
1043,The majority of politicians seem to be like this,Female,27,Democrat,To find out how much a lie would influence voting decisions,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",6,absolute,you,truth,4,6,7,5,6,7,3,2,2,2,5,4,3
1044,no,Female,32,Other,political lies,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",3,absolute,you,lie,2,6,6,6,4,6,3,3,2,2,3,2,2
1045,Just about every politician I can think of.....but then again don't we all lie to some degree at some point in our lives?,Female,68,Republican,Possibly to see how people view the ethics of politicians.,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",1,absolute,general,lie,3,4,4,4,4,5,5,4,6,4,2,2,2
1046,No,Female,22,Democrat,To see how people view candidates,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",9,ambiguous,you,lie,1,4,4,7,5,4,2,1,1,1,1,1,1
1047,Chuck Schumer,Male,41,Other,To see how we feel about politicians at least being OPEN about the  fact that they lie like rugs.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",7,ambiguous,general,lie,2,3,3,6,6,3,3,2,2,2,2,2,2
1048,No,Female,40,Other,If honesty is important to America,He suggested that lying is never acceptable in politics.,"Yes, he did lie about his campaign contributions.",5,absolute,I,truth,5,3,5,3,4,6,4,4,3,3,4,4,3
1049,No.,Female,38,Democrat,To learn how people view politicians after they learned that they had lied about information.,He suggested that lying is sometimes acceptable in politics.,"Yes, he did lie about his campaign contributions.",8,ambiguous,I,lie,2,6,5,6,3,3,3,1,2,1,2,2,1
